PIP,DIP
61.17226182,38.95473637
61.17226182,38.95473637
61.67546386,39.59382271
61.67546386,39.59382271
62.2276389,40.14209478
62.2276389,40.14209478
62.96106727,40.74060062
63.65441608,41.44958927
64.28040522,42.09772196
64.28040522,42.09772196
64.28040522,42.09772196
64.82160699,42.73720856
64.82160699,42.73720856
64.82160699,42.73720856
65.34267429,43.26389705
65.34267429,43.26389705
65.34267429,43.26389705
65.95558667,43.84016136
65.95558667,43.84016136
66.46077454,44.43796374
66.46077454,44.43796374
66.46077454,44.43796374
67.01149029,44.85407638
67.01149029,44.85407638
67.52859321,45.43447601
67.52859321,45.43447601
67.52859321,45.43447601
67.97038403,45.9264429
68.41018003,46.44808952
68.41018003,46.44808952
68.83011935,46.86283676
68.83011935,46.86283676
68.83011935,46.86283676
69.2702866,47.37889765
69.2702866,47.37889765
69.2702866,47.37889765
69.71226282,47.73342302
70.13834456,48.22741486
70.13834456,48.22741486
70.13834456,48.22741486
70.52529793,48.64650285
70.85490861,49.05706356
70.85490861,49.05706356
71.18997782,49.49088162
71.18997782,49.49088162
71.58486603,49.92202486
71.58486603,49.92202486
71.58486603,49.92202486
72.02588327,50.35066077
72.02588327,50.35066077
72.34109345,50.68379501
72.34109345,50.68379501
72.34109345,50.68379501
72.64883182,51.05188145
72.64883182,51.05188145
72.64883182,51.05188145
72.64883182,51.05188145
73.0014544,51.41566068
73.0014544,51.41566068
73.0014544,51.41566068
73.31155267,51.74086214
73.31155267,51.74086214
73.31155267,51.74086214
73.62626659,52.03933668
73.62626659,52.03933668
73.62626659,52.03933668
73.85128398,52.34036763
73.85128398,52.34036763
74.07528939,52.67062103
74.07528939,52.67062103
74.07528939,52.67062103
74.33223756,52.99771052
74.33223756,52.99771052
74.33223756,52.99771052
74.59817245,53.31680663
74.59817245,53.31680663
74.59817245,53.31680663
74.87288976,53.55876311
74.87288976,53.55876311
74.87288976,53.55876311
75.14243208,53.8121631
75.14243208,53.8121631
75.14243208,53.8121631
75.39960698,54.11403719
75.62075883,54.37293299
75.62075883,54.37293299
75.62075883,54.37293299
75.62075883,54.37293299
75.81095041,54.61583889
75.81095041,54.61583889
75.81095041,54.61583889
76.06457975,54.93385485
76.06457975,54.93385485
76.06457975,54.93385485
76.27922137,55.16051965
76.27922137,55.16051965
76.27922137,55.16051965
76.57129253,55.36492209
76.57129253,55.36492209
76.57129253,55.36492209
76.75412508,55.73100431
76.75412508,55.73100431
76.75412508,55.73100431
76.97333782,55.96067771
76.97333782,55.96067771
76.97333782,55.96067771
77.2655809,56.19463492
77.2655809,56.19463492
77.47724889,56.4642055
77.47724889,56.4642055
77.47724889,56.4642055
77.67885184,56.67287518
77.67885184,56.67287518
77.67885184,56.67287518
77.83730307,56.93176692
77.83730307,56.93176692
77.83730307,56.93176692
78.02002533,57.11000482
78.02002533,57.11000482
78.02002533,57.11000482
78.20617858,57.36561931
78.20617858,57.36561931
78.20617858,57.36561931
78.31872885,57.53868821
78.31872885,57.53868821
78.31872885,57.53868821
78.31872885,57.53868821
78.42015127,57.61648198
78.42015127,57.61648198
78.42015127,57.61648198
78.48210056,57.76224634
78.58962941,57.89169647
78.58962941,57.89169647
78.58962941,57.89169647
78.70633798,57.88097696
78.70633798,57.88097696
78.70633798,57.88097696
78.72552661,58.05606045
78.72552661,58.05606045
78.72552661,58.05606045
78.72552661,58.05606045
78.74732788,58.00477669
78.74732788,58.00477669
78.74732788,58.00477669
78.72986232,57.97871561
78.72986232,57.97871561
78.72986232,57.97871561
78.66962627,58.03052658
78.66962627,58.03052658
78.66962627,58.03052658
78.69730283,58.01586253
78.69730283,58.01586253
78.69730283,58.01586253
78.7389367,57.99298815
78.7389367,57.99298815
78.7389367,57.99298815
78.79069593,58.01587732
78.79069593,58.01587732
78.84712363,57.90554807
78.84712363,57.90554807
78.84712363,57.90554807
78.78390168,57.96613423
78.99797595,57.75817005
78.99797595,57.75817005
78.99797595,57.75817005
79.21672595,57.55212949
79.21672595,57.55212949
79.21672595,57.55212949
79.03489201,57.6879682
79.06519663,57.59393986
79.06519663,57.59393986
79.06519663,57.59393986
79.10227125,57.58259311
79.10227125,57.58259311
79.10227125,57.58259311
79.09081895,57.48535251
79.09081895,57.48535251
78.88911521,57.53297409
78.699354,57.64937191
78.699354,57.64937191
78.699354,57.64937191
78.61643778,57.67966957
78.61643778,57.67966957
78.61643778,57.67966957
78.41340403,57.73066382
78.41340403,57.73066382
78.41340403,57.73066382
78.41340403,57.73066382
78.41285211,57.57673303
78.41285211,57.57673303
78.41285211,57.57673303
78.27897538,57.48731378
78.27897538,57.48731378
78.27897538,57.48731378
78.22440711,57.42766005
78.22440711,57.42766005
78.15806688,57.28374467
78.15806688,57.28374467
78.15806688,57.28374467
78.07142682,57.25686071
78.07142682,57.25686071
78.07142682,57.25686071
78.03943094,57.10930106
78.03943094,57.10930106
78.03943094,57.10930106
78.03943094,57.10930106
77.99204393,56.94173951
77.99204393,56.94173951
77.99204393,56.94173951
77.94066919,56.82893957
77.94066919,56.82893957
77.94066919,56.82893957
77.81636998,56.65149533
77.81636998,56.65149533
77.81636998,56.65149533
77.66239315,56.42519871
77.66239315,56.42519871
77.66239315,56.42519871
76.28476286,56.2675409
76.28476286,56.2675409
76.28476286,56.2675409
76.14401847,56.03329568
76.00715296,55.81915339
76.00715296,55.81915339
76.00715296,55.81915339
77.12265134,55.62322617
77.12265134,55.62322617
77.12265134,55.62322617
76.84375228,55.33710259
76.84375228,55.33710259
76.84375228,55.33710259
76.56132474,54.87890768
76.56132474,54.87890768
76.56132474,54.87890768
76.28375544,54.3896144
76.28375544,54.3896144
76.28375544,54.3896144
75.94716594,53.95019471
75.94716594,53.95019471
75.94716594,53.95019471
75.5507715,53.46265854
75.5507715,53.46265854
75.21887777,53.05082171
74.88155561,52.61211995
74.44903105,52.20062986
74.44903105,52.20062986
73.90610271,51.71021741
73.90610271,51.71021741
73.36427279,51.0763
73.36427279,51.0763
73.36427279,51.0763
72.71956131,50.37777829
72.07447646,49.64465185
72.07447646,49.64465185
71.39071052,48.76501868
71.39071052,48.76501868
69.28859234,47.84513852
69.28859234,47.84513852
69.28859234,47.84513852
69.69536575,46.99383527
69.69536575,46.99383527
69.69536575,46.99383527
68.95873666,46.11172266
68.95873666,46.11172266
68.95873666,46.11172266
68.13738395,45.34143241
68.13738395,45.34143241
68.13738395,45.34143241
67.3545499,44.52428846
67.3545499,44.52428846
67.3545499,44.52428846
66.56775979,43.77104996
65.80685199,43.03732984
65.80685199,43.03732984
65.80685199,43.03732984
65.80685199,43.03732984
64.93397323,42.32233416
64.02922396,41.50025997
64.02922396,41.50025997
64.02922396,41.50025997
63.12728753,40.48765691
63.12728753,40.48765691
63.12728753,40.48765691
61.98877149,39.56049469
61.98877149,39.56049469
61.98877149,39.56049469
60.87666982,38.42765698
60.87666982,38.42765698
60.87666982,38.42765698
59.68246489,37.32066576
59.68246489,37.32066576
59.68246489,37.32066576
58.60920714,36.02124615
58.60920714,36.02124615
58.60920714,36.02124615
57.38826122,34.78807357
57.38826122,34.78807357
57.38826122,34.78807357
56.20226155,33.67678414
56.20226155,33.67678414
54.91709687,32.60051493
54.91709687,32.60051493
54.91709687,32.60051493
53.7252586,31.54838632
53.7252586,31.54838632
53.7252586,31.54838632
52.52444431,30.40272864
52.52444431,30.40272864
52.52444431,30.40272864
51.31964027,29.35542064
51.31964027,29.35542064
51.31964027,29.35542064
50.25317984,28.19791726
50.25317984,28.19791726
50.25317984,28.19791726
49.10578037,27.0633246
49.10578037,27.0633246
49.10578037,27.0633246
47.13986856,26.72200919
47.13986856,26.72200919
47.13986856,26.72200919
45.76386173,25.70108181
45.76386173,25.70108181
44.5533015,24.81131847
43.4661844,23.87043154
43.4661844,23.87043154
42.40653013,23.03772871
41.26909416,22.0606261
41.26909416,22.0606261
40.05535866,21.30101427
40.05535866,21.30101427
38.87577888,20.50650367
37.8948172,19.65891251
37.8948172,19.65891251
36.86865999,18.90105926
35.81696026,18.21117613
34.84812878,17.48639486
34.84812878,17.48639486
34.84812878,17.48639486
33.79707148,16.71510821
33.79707148,16.71510821
32.74097453,16.08933567
31.63666373,15.40862384
31.63666373,15.40862384
30.57963223,14.74424994
30.57963223,14.74424994
30.57963223,14.74424994
29.51249999,14.1627121
29.51249999,14.1627121
29.51249999,13.54622199
28.36481903,13.54622199
27.36344158,12.97001607
26.31063912,12.39010657
26.31063912,12.39010657
26.31063912,12.39010657
25.42037543,11.82027154
25.42037543,11.82027154
25.42037543,11.82027154
24.46320327,11.3206182
23.57522531,10.8988401
22.79960077,10.39518016
22.79960077,10.39518016
21.95750816,10.03686431
21.23682428,9.645955495
21.23682428,9.645955495
20.63325465,9.245507578
19.91238242,8.910251772
19.91238242,8.910251772
19.20024562,8.553199692
19.20024562,8.553199692
18.46866581,8.225858376
17.85657612,7.87593255
17.85657612,7.87593255
17.22806749,7.558872358
17.22806749,7.558872358
16.60292963,7.303457179
16.60292963,7.303457179
16.60292963,7.303457179
16.17909111,7.055306528
16.17909111,7.055306528
15.79038582,6.79511715
15.3525441,6.643628245
15.3525441,6.643628245
15.0939062,6.454689064
15.0939062,6.454689064
14.90676637,6.33721697
14.81392508,6.349741865
14.81392508,6.349741865
14.81392508,6.349741865
14.83645672,6.319813133
14.83645672,6.319813133
14.82333017,6.324453244
14.82333017,6.324453244
14.82333017,6.324453244
14.82333017,6.324453244
14.86012281,6.388472852
14.89683119,6.448963585
15.02704052,6.468834413
15.13006658,6.525014196
15.13006658,6.525014196
15.30596223,6.627194199
15.47192729,6.748804012
15.47192729,6.748804012
15.47192729,6.748804012
15.68477189,6.896753853
15.68477189,7.327245012
